,city,males,females,lat,lng,state,name
2846,North Las Vegas,2,0,36.1988597,-115.1175031,NV,Nevada
2847,Reno,17,0,39.52927,-119.8136744,NV,Nevada
2848,Sparks,2,0,39.5349169,-119.7526936,NV,Nevada
2849,Sun Valley,2,0,39.6138205,-119.776797,NV,Nevada
2850,Winnemucca,1,0,40.9729584,-117.7356849,NV,Nevada
2851,Carlin,0,1,40.7138068,-116.1039662,NV,Nevada
2852,Caledonia,2,0,44.4678493,-72.0897101,VT,Vermont
2853,Danby,1,0,43.3461841,-72.9953817,VT,Vermont
2854,Fairlee,1,1,43.9059156,-72.1474972,VT,Vermont
2855,Johnson,1,0,44.6356063,-72.6803979,VT,Vermont
2856,Londonderry,1,0,43.2264643,-72.8064866,VT,Vermont
2857,Newbury,1,0,44.0792316,-72.0584234,VT,Vermont
2858,Richford,1,0,44.9969898,-72.6712423,VT,Vermont
2859,Barton,0,1,44.7481049,-72.1762128,VT,Vermont
2860,St Albans,0,1,44.8108791,-73.0831924,VT,Vermont
2861,Winooski,0,1,44.4949995,-73.1828073,VT,Vermont
2862,Casper,2,1,42.866632,-106.313081,WY,Wyoming
2863,Cheyenne,1,1,41.1399814,-104.8202462,WY,Wyoming
2864,Clark,1,2,44.8993923,-109.1509804,WY,Wyoming
2865,Gillette,1,0,44.2911006,-105.5021381,WY,Wyoming
2866,Green River,1,0,41.5290933,-109.4664738,WY,Wyoming
2867,Jackson Hole,1,0,43.6841215,-110.4436166,WY,Wyoming
2868,Natrona,1,0,43.0296874,-106.8092162,WY,Wyoming
2869,Lander,0,1,42.8330755,-108.7307024,WY,Wyoming
2870,Yellowstone,0,1,45.7780247,-108.5472998,WY,Wyoming
2871,Cumberland,2,1,41.9667656,-71.4328363,RI,Rhode Island
2872,New Bedford,1,0,41.6362152,-70.934205,RI,Rhode Island
2873,Pawtucket,3,0,41.878711,-71.3825558,RI,Rhode Island
2874,Providence,10,1,41.8239891,-71.4128343,RI,Rhode Island
2875,Taunton,1,0,41.900101,-71.0897675,RI,Rhode Island
2876,Johnston,0,2,41.8310404,-71.5412101,RI,Rhode Island
2877,Hinsdale,1,0,42.7861936,-72.4864773,NH,New Hampshire
2878,Manchester,14,7,42.9956397,-71.4547891,NH,New Hampshire
2879,Mont Vernon,1,0,42.8945294,-71.6742394,NH,New Hampshire
2880,Walpole,1,0,43.0795232,-72.4259214,NH,New Hampshire
2881,Weare,1,0,43.0948033,-71.7306314,NH,New Hampshire
2882,Washington,101,9,38.8951148,-77.0363716,DC,Dist. of Columbia
2883,Washington DC,1,0,38.8951148,-77.0363716,DC,Dist. of Columbia
